Order,Type,ID,Block,AccInc,AccTemp,Stage,Mass,PerfRound,PrevTemp,PerfTemp,PerfInc,TimeStart,O2Start,AvgO2Start,TempStart,TimeStop,O2Stop,TempStop,Time,O2,O2/Time,O2/Time/Mass,corO2/Time/Mass
1,tad,T2,1,1,22,30,1.047,1,22,13,P29,10:44,,10.66333333,,11:36,10.52,11.7,52,0.143333333,0.00275641,0.002632675,0.001500625
2,tad,T12,1,2,28,25,0.305,1,28,13,P29,10:49,,10.66333333,,11:41,10.64,11.4,52,0.023333333,0.000448718,0.001471206,0.000838587
3,tad,T54,1,7,13,25,0.285,1,13,13,P29,10:54,,10.66333333,,11:44,10.66,11.4,50,0.003333333,6.67E-05,0.000233918,0.000133333
4,control,C2,1,NA,NA,NA,NA,1,NA,13,P29,10:48,10.63,10.66333333,11.4,11:39,10.67,11.6,51,-0.006666667,-0.000130719,,
5,control,C12,1,NA,NA,NA,NA,1,NA,13,P29,10:53,10.68,10.66333333,11.3,11:43,10.66,11.5,50,0.003333333,6.67E-05,,
6,control,C54,1,NA,NA,NA,NA,1,NA,13,P29,10:56,10.68,10.66333333,11.3,11:46,10.68,11.4,50,-0.016666667,-0.000333333,,
7,tad,T7,1,1,22,26,0.783,1,22,16,P31,12:08,,9.663333333,,13:04,9.61,14.4,56,0.053333333,0.000952381,0.001216323,0.000693304
8,tad,T11,1,2,28,26,0.36,1,28,16,P31,12:13,,9.663333333,,13:07,9.61,14.5,54,0.053333333,0.000987654,0.002743484,0.001563786
9,tad,T55,1,7,13,26,0.486,1,13,16,P31,12:17,,9.663333333,,13:10,9.62,14.5,53,0.043333333,0.00081761,0.001682325,0.000958925
10,control,C7,1,NA,NA,NA,NA,1,NA,16,P31,12:10,9.65,9.663333333,14.4,13:06,9.67,14.3,56,-0.006666667,-0.000119048,,
11,control,C11,1,NA,NA,NA,NA,1,NA,16,P31,12:15,9.67,9.663333333,14.4,13:09,9.66,14.4,54,0.003333333,6.17E-05,,
12,control,C55,1,NA,NA,NA,NA,1,NA,16,P31,12:19,9.67,9.663333333,14.3,13:11,9.67,14.4,52,-0.006666667,-0.000128205,,
13,tad,T5,1,1,22,26,0.621,1,22,19,P32,12:22,,9.083333333,,13:13,9.03,17.5,51,0.053333333,0.001045752,0.00168398,0.000959869
14,tad,T10,1,2,28,26,0.491,1,28,19,P32,12:27,,9.083333333,,13:17,9,17.7,50,0.083333333,0.001666667,0.003394433,0.001934827
15,tad,T52,1,7,13,26,0.987,1,13,19,P32,12:32,,9.083333333,,13:22,8.92,17.6,50,0.163333333,0.003266667,0.003309693,0.001886525
16,control,C5,1,NA,NA,NA,NA,1,NA,19,P32,12:25,9.1,9.083333333,17.5,13:15,9.05,17.5,50,0.033333333,0.000666667,,
17,control,C10,1,NA,NA,NA,NA,1,NA,19,P32,12:29,9.08,9.083333333,17.2,13:19,9.09,17.6,50,-0.006666667,-0.000133333,,
18,control,C52,1,NA,NA,NA,NA,1,NA,19,P32,12:35,9.07,9.083333333,17.2,13:25,9.05,17.4,50,0.033333333,0.000666667,,
19,tad,T8,1,1,22,27,1.185,1,22,22,P27,9:22,,8.466666667,,10:12,8.32,20.9,50,0.146666667,0.002933333,0.002475387,0.001410971
20,tad,T13,1,2,28,27,1.876,1,28,22,P27,9:28,,8.466666667,,10:19,8.36,21.1,51,0.106666667,0.002091503,0.001114874,0.000635478
21,tad,T56,1,7,13,27,1.122,1,13,22,P27,9:32,,8.466666667,,10:22,8.28,21,50,0.186666667,0.003733333,0.003327392,0.001896613
22,control,C8,1,NA,NA,NA,NA,1,NA,22,P27,9:27,8.46,8.466666667,,10:17,8.46,21,50,0.006666667,0.000133333,,
23,control,C13,1,NA,NA,NA,NA,1,NA,22,P27,9:31,8.48,8.466666667,,10:21,8.45,21.2,50,0.016666667,0.000333333,,
24,control,C56,1,NA,NA,NA,NA,1,NA,22,P27,9:38,8.46,8.466666667,,10:25,8.46,20.9,47,0.006666667,0.000141844,,
25,tad,T4,1,1,22,26,1.202,1,22,25,P25,8:48,,8.076666667,,9:38,7.88,,50,0.196666667,0.003933333,0.003272324,0.001865225
26,tad,T9,1,2,28,34,0.97,1,28,25,P25,8:53,,8.076666667,,9:43,7.86,,50,0.216666667,0.004333333,0.004467354,0.002546392
27,tad,T49,1,7,13,26,0.663,1,13,25,P25,8:59,,8.076666667,,9:48,7.84,,49,0.236666667,0.004829932,0.007284965,0.00415243
28,control,C4,1,NA,NA,NA,NA,1,NA,25,P25,8:50,8.14,8.076666667,,9:40,8.06,,50,0.016666667,0.000333333,,
29,control,C9,1,NA,NA,NA,NA,1,NA,25,P25,8:57,8.05,8.076666667,,9:46,7.99,,49,0.086666667,0.001768707,,
30,control,C49,1,NA,NA,NA,NA,1,NA,25,P25,9:04,8.04,8.076666667,,9:53,7.98,24.4,49,0.096666667,0.001972789,,
31,tad,T6,1,1,22,28,1.205,1,22,28,P30,10:59,,7.53,,11:49,7.16,26.4,50,0.37,0.0074,0.006141079,0.003500415
32,tad,T15,1,2,28,26,0.489,1,28,28,P30,11:04,,7.53,,11:54,7.37,26.8,50,0.16,0.0032,0.006543967,0.003730061
33,tad,T50,1,7,13,26,0.456,1,13,28,P30,11:09,,7.53,,12:00,7.32,26.6,51,0.21,0.004117647,0.009029928,0.005147059
34,control,C6,1,NA,NA,NA,NA,1,NA,28,P30,11:03,7.56,7.53,26.9,11:53,7.46,26,50,0.07,0.0014,,
35,control,C15,1,NA,NA,NA,NA,1,NA,28,P30,11:08,7.53,7.53,26.9,11:58,7.41,26.6,50,0.12,0.0024,,
36,control,C50,1,NA,NA,NA,NA,1,NA,28,P30,11:12,7.5,7.53,26.7,12:02,7.43,26.6,50,0.1,0.002,,
37,tad,T3,1,1,22,26,0.871,1,22,31,P26,9:05,,7.446666667,,9:54,7.17,27.3,49,0.276666667,0.005646259,0.006482501,0.003695026
38,tad,T14,1,2,28,26,0.611,1,28,31,P26,9:11,,7.446666667,,10:01,7.18,28.1,50,0.266666667,0.005333333,0.00872886,0.00497545
39,tad,T53,1,7,13,27,0.937,1,13,31,P26,9:16,,7.446666667,,10:07,7.23,28.2,51,0.216666667,0.004248366,0.004534009,0.002584385
40,control,C3,1,NA,NA,NA,NA,1,NA,31,P26,9:09,7.47,7.446666667,,9:59,7.41,27.1,50,0.036666667,0.000733333,,
41,control,C14,1,NA,NA,NA,NA,1,NA,31,P26,9:15,7.43,7.446666667,,10:05,7.38,27.9,50,0.066666667,0.001333333,,
42,control,C53,1,NA,NA,NA,NA,1,NA,31,P26,9:20,7.44,7.446666667,,10:10,7.37,27.8,50,0.076666667,0.001533333,,
43,tad,T1,1,1,22,28,0.838,1,22,34,P28,10:29,,6.753333333,,11:23,6.55,30.2,54,0.203333333,0.003765432,0.004493356,0.002561213
44,tad,T16,1,2,28,27,0.576,1,28,34,P28,10:34,,6.753333333,,11:28,6.47,30.8,54,0.283333333,0.005246914,0.009109225,0.005192258
45,tad,T51,1,7,13,26,0.763,1,13,34,P28,10:39,,6.753333333,,11:32,6.49,32.7,53,0.263333333,0.004968553,0.006511866,0.003711764
46,control,C1,1,NA,NA,NA,NA,1,NA,34,P28,10:31,6.81,6.753333333,32.4,11:25,6.68,31,54,0.073333333,0.001358025,,
47,control,C16,1,NA,NA,NA,NA,1,NA,34,P28,10:38,6.76,6.753333333,33.4,11:30,6.53,32.4,52,0.223333333,0.004294872,,
48,control,C51,1,NA,NA,NA,NA,1,NA,34,P28,10:43,6.69,6.753333333,34.4,11:34,6.6,32.4,51,0.153333333,0.003006536,,
49,tad,T17,2,3,22,27,1.126,1,22,13,P29,9:56,,10.56666667,,10:47,10.44,11.6,51,0.126666667,0.00248366,0.002205737,0.00125727
50,tad,T28,2,4,28,28,0.775,1,28,13,P29,10:00,,10.56666667,,10:51,10.54,11.4,51,0.026666667,0.000522876,0.000674678,0.000384566
51,tad,T61,2,8,13,28,0.987,1,13,13,P29,10:03,,10.56666667,,10:55,10.52,11.3,52,0.046666667,0.000897436,0.000909256,0.000518276
52,control,C17,2,NA,NA,NA,NA,1,NA,13,P29,9:58,10.52,10.56666667,11.9,10:49,10.56,11.7,51,0.006666667,0.000130719,,
53,control,C28,2,NA,NA,NA,NA,1,NA,13,P29,10:01,10.59,10.56666667,11.8,10:52,10.59,11.5,51,-0.023333333,-0.000457516,,
54,control,C61,2,NA,NA,NA,NA,1,NA,13,P29,10:04,10.59,10.56666667,11.8,10:57,10.58,11.4,53,-0.013333333,-0.000251572,,
55,tad,T21,2,3,22,27,0.419,1,22,16,P31,10:19,,9.736666667,,11:07,9.65,15.2,48,0.086666667,0.001805556,0.004309202,0.002456245
56,tad,T25,2,4,28,27,0.796,1,28,16,P31,10:23,,9.736666667,,11:10,9.65,15.4,47,0.086666667,0.001843972,0.002316547,0.001320432
57,tad,T58,2,8,13,28,0.545,1,13,16,P31,10:25,,9.736666667,,11:13,9.67,15.4,48,0.066666667,0.001388889,0.00254842,0.001452599
58,control,C21,2,NA,NA,NA,NA,1,NA,16,P31,10:20,9.7,9.736666667,15.6,11:09,9.71,15.2,49,0.026666667,0.000544218,,
59,control,C25,2,NA,NA,NA,NA,1,NA,16,P31,10:24,9.75,9.736666667,15.6,11:11,9.74,15.3,47,-0.003333333,-7.09E-05,,
60,control,C58,2,NA,NA,NA,NA,1,NA,16,P31,10:26,9.76,9.736666667,15.5,11:14,9.72,15.3,48,0.016666667,0.000347222,,
61,tad,T18,2,3,22,26,0.613,1,22,19,P32,10:28,,9.053333333,,11:18,8.98,17.7,50,0.073333333,0.001466667,0.002392605,0.001363785
62,tad,T27,2,4,28,26,0.299,1,28,19,P32,10:30,,9.053333333,,11:21,8.98,17.9,51,0.073333333,0.001437908,0.004809059,0.002741164
63,tad,T59,2,8,13,27,0.605,1,13,19,P32,10:33,,9.053333333,,11:23,8.95,18.1,50,0.103333333,0.002066667,0.003415978,0.001947107
64,control,C18,2,NA,NA,NA,NA,1,NA,19,P32,10:28,9.04,9.053333333,17.8,11:20,9.01,17.8,52,0.043333333,0.000833333,,
65,control,C27,2,NA,NA,NA,NA,1,NA,19,P32,10:31,9.07,9.053333333,17.7,11:22,9.01,18,51,0.043333333,0.000849673,,
66,control,C59,2,NA,NA,NA,NA,1,NA,19,P32,10:34,9.05,9.053333333,17.6,11:24,8.99,17.9,50,0.063333333,0.001266667,,
67,tad,T19,2,3,22,29,0.982,1,22,22,P27,8:50,,8.503333333,,9:41,8.3,20.8,51,0.203333333,0.003986928,0.004060008,0.002314205
68,tad,T32,2,4,28,26,0.305,1,28,22,P27,8:52,,8.503333333,,9:43,8.38,21.2,51,0.123333333,0.002418301,0.007928855,0.004519447
69,tad,T64,2,8,13,26,0.592,1,13,22,P27,8:54,,8.503333333,,9:46,8.37,21.1,52,0.133333333,0.002564103,0.004331254,0.002468815
70,control,C19,2,NA,NA,NA,NA,1,NA,22,P27,8:51,8.46,8.503333333,21.5,9:42,8.46,20.9,51,0.043333333,0.000849673,,
71,control,C32,2,NA,NA,NA,NA,1,NA,22,P27,8:53,8.52,8.503333333,21.6,9:45,8.47,21.3,52,0.033333333,0.000641026,,
72,control,C64,2,NA,NA,NA,NA,1,NA,22,P27,8:55,8.53,8.503333333,21.4,9:47,8.44,21.1,52,0.063333333,0.001217949,,
73,tad,T23,2,3,22,28,0.945,1,22,25,P25,8:32,,8.38,,9:22,8.15,23.1,50,0.23,0.0046,0.004867725,0.002774603
74,tad,T26,2,4,28,30,1.094,1,28,25,P25,8:35,,8.38,,9:25,8.06,23.9,50,0.32,0.0064,0.005850091,0.003334552
75,tad,T60,2,8,13,26,1.262,1,13,25,P25,8:38,,8.38,,9:28,8.02,24.6,50,0.36,0.0072,0.00570523,0.003251981
76,control,C23,2,NA,NA,NA,NA,1,NA,25,P25,8:33,8.41,8.38,22.8,9:24,8.28,23.2,51,0.1,0.001960784,,
77,control,C26,2,NA,NA,NA,NA,1,NA,25,P25,8:36,8.38,8.38,23.4,9:27,8.23,24.3,51,0.15,0.002941176,,
78,control,C60,2,NA,NA,NA,NA,1,NA,25,P25,8:39,8.35,8.38,23.6,9:29,8.21,24.4,50,0.17,0.0034,,
79,tad,T24,2,3,22,26,0.35,1,22,28,P30,10:05,,7.58,,10:58,7.36,26.7,53,0.22,0.004150943,0.011859838,0.006760108
80,tad,T29,2,4,28,27,0.519,1,28,28,P30,10:08,,7.58,,11:02,7.28,27.7,54,0.3,0.005555556,0.010704346,0.006101477
81,tad,T57,2,8,13,27,0.842,1,13,28,P30,10:11,,7.58,,11:05,7.36,27.1,54,0.22,0.004074074,0.004838568,0.002757984
82,control,C24,2,NA,NA,NA,NA,1,NA,28,P30,10:06,7.56,7.58,27.3,11:00,7.4,26.4,54,0.18,0.003333333,,
83,control,C29,2,NA,NA,NA,NA,1,NA,28,P30,10:09,7.47,7.58,27.8,11:03,7.38,27.8,54,0.2,0.003703704,,
84,control,C57,2,NA,NA,NA,NA,1,NA,28,P30,10:12,7.71,7.58,26.4,11:06,7.64,26.9,54,-0.06,-0.001111111,,
85,tad,T22,2,3,22,27,0.583,1,22,31,P26,8:41,,7.11,,9:31,6.85,28.2,50,0.26,0.0052,0.008919383,0.005084048
86,tad,T31,2,4,28,33,1.401,1,28,31,P26,8:44,,7.11,,9:34,6.76,28.7,50,0.35,0.007,0.004996431,0.002847966
87,tad,T63,2,8,13,26,0.656,1,13,31,P26,8:47,,7.11,,9:37,6.72,29.2,50,0.39,0.0078,0.011890244,0.006777439
88,control,C22,2,NA,NA,NA,NA,1,NA,31,P26,8:42,7.12,7.11,28.2,9:32,7.05,27.7,50,0.06,0.0012,,
89,control,C31,2,NA,NA,NA,NA,1,NA,31,P26,8:45,7.1,7.11,29,9:35,6.96,28.8,50,0.15,0.003,,
90,control,C63,2,NA,NA,NA,NA,1,NA,31,P26,8:47,7.11,7.11,28.9,9:39,6.94,28.7,52,0.17,0.003269231,,
91,tad,T20,2,3,22,30,1.14,1,22,34,P28,8:57,,7.373333333,,9:48,7.01,30,51,0.363333333,0.007124183,0.006249283,0.003562091
92,tad,T30,2,4,28,26,0.567,1,28,34,P28,9:00,,7.373333333,,9:51,7.21,30.7,51,0.163333333,0.003202614,0.00564835,0.00321956
93,tad,T62,2,8,13,27,1.161,1,13,34,P28,9:03,,7.373333333,,9:53,6.91,30.4,50,0.463333333,0.009266667,0.007981625,0.004549526
94,control,C20,2,NA,NA,NA,NA,1,NA,34,P28,8:58,7.39,7.373333333,30.7,9:50,7.33,29.9,52,0.043333333,0.000833333,,
95,control,C30,2,NA,NA,NA,NA,1,NA,34,P28,9:01,7.37,7.373333333,30.7,9:52,7.36,30.5,51,0.013333333,0.000261438,,
96,control,C62,2,NA,NA,NA,NA,1,NA,34,P28,9:04,7.36,7.373333333,30.7,9:54,7.31,30.5,50,0.063333333,0.001266667,,
97,tad,T39,3,5,22,27,0.469,1,22,13,P29,10:06,,10.50666667,,10:59,10.49,11.7,53,0.016666667,0.000314465,0.000670502,0.000382186
98,tad,T42,3,6,28,28,0.897,1,28,13,P29,10:10,,10.50666667,,11:04,10.44,11.7,54,0.066666667,0.001234568,0.00137633,0.000784508
99,tad,T66,3,9,13,26,0.834,1,13,13,P29,10:13,,10.50666667,,11:06,10.42,11.7,53,0.086666667,0.00163522,0.001960696,0.001117597
100,control,C39,3,NA,NA,NA,NA,1,NA,13,P29,10:07,10.5,10.50666667,11.9,11:03,10.49,11.8,56,0.016666667,0.000297619,,
101,control,C42,3,NA,NA,NA,NA,1,NA,13,P29,10:11,10.51,10.50666667,11.8,11:05,10.48,11.7,54,0.026666667,0.000493827,,
102,control,C66,3,NA,NA,NA,NA,1,NA,13,P29,10:14,10.51,10.50666667,11.8,11:07,10.48,11.6,53,0.026666667,0.000503145,,
103,tad,T37,3,5,22,30,0.872,1,22,16,P31,10:25,,9.613333333,,11:17,9.39,16.4,52,0.223333333,0.004294872,0.004925312,0.002807428
104,tad,T47,3,6,28,27,0.643,1,28,16,P31,10:28,,9.613333333,,11:20,9.54,16.4,52,0.073333333,0.001410256,0.002193245,0.00125015
105,tad,T67,3,9,13,26,0.602,1,13,16,P31,10:30,,9.613333333,,11:22,9.54,16.5,52,0.073333333,0.001410256,0.002342619,0.001335293
106,control,C37,3,NA,NA,NA,NA,1,NA,16,P31,10:25,9.61,9.613333333,17,11:19,9.57,16.3,54,0.043333333,0.000802469,,
107,control,C47,3,NA,NA,NA,NA,1,NA,16,P31,10:29,9.63,9.613333333,17.1,11:21,9.6,16.4,52,0.013333333,0.00025641,,
108,control,C67,3,NA,NA,NA,NA,1,NA,16,P31,10:31,9.6,9.613333333,17.1,11:23,9.59,16.4,52,0.023333333,0.000448718,,
109,tad,T40,3,5,22,27,0.771,1,22,19,P32,10:34,,9.033333333,,11:24,8.91,17.8,50,0.123333333,0.002466667,0.003199308,0.001823606
110,tad,T44,3,6,28,29,0.823,1,28,19,P32,10:37,,9.033333333,,11:27,8.89,18.2,50,0.143333333,0.002866667,0.003483192,0.001985419
111,tad,T70,3,9,13,27,0.393,1,13,19,P32,10:39,,9.033333333,,11:29,8.93,18,50,0.103333333,0.002066667,0.005258694,0.002997456
112,control,C40,3,NA,NA,NA,NA,1,NA,19,P32,10:35,9.05,9.033333333,18,11:25,8.99,17.8,50,0.043333333,0.000866667,,
113,control,C44,3,NA,NA,NA,NA,1,NA,19,P32,10:37,9.03,9.033333333,18,11:28,8.98,18.2,51,0.053333333,0.001045752,,
114,control,C70,3,NA,NA,NA,NA,1,NA,19,P32,10:39,9.02,9.033333333,17.9,11:30,8.97,18,51,0.063333333,0.00124183,,
115,tad,T35,3,5,22,27,0.447,1,22,22,P27,9:01,,8.56,,9:51,8.43,20.7,50,0.13,0.0026,0.005816555,0.003315436
116,tad,T46,3,6,28,28,0.956,1,28,22,P27,9:03,,8.56,,9:54,8.44,20.7,51,0.12,0.002352941,0.002461236,0.001402905
117,tad,T69,3,9,13,26,1.073,1,13,22,P27,9:05,,8.56,,9:56,8.39,20.5,51,0.17,0.003333333,0.003106555,0.001770736
118,control,C35,3,NA,NA,NA,NA,1,NA,22,P27,9:01,8.53,8.56,20.8,9:53,8.53,20.5,52,0.03,0.000576923,,
119,control,C46,3,NA,NA,NA,NA,1,NA,22,P27,9:04,8.57,8.56,20.8,9:55,8.54,20.6,51,0.02,0.000392157,,
120,control,C69,3,NA,NA,NA,NA,1,NA,22,P27,9:06,8.58,8.56,20.9,9:57,8.55,20.6,51,0.01,0.000196078,,
121,tad,T33,3,5,22,30,0.892,1,22,25,P25,8:42,,8.226666667,,9:34,7.97,22.7,52,0.256666667,0.004935897,0.005533517,0.003154105
122,tad,T45,3,6,28,26,0.52,1,28,25,P25,8:45,,8.226666667,,9:37,8.05,23.7,52,0.176666667,0.003397436,0.006533531,0.003724113
123,tad,T65,3,9,13,25,0.324,1,13,25,P25,8:48,,8.226666667,,9:40,8.01,23.9,52,0.216666667,0.004166667,0.012860082,0.007330247
124,control,C33,3,NA,NA,NA,NA,1,NA,25,P25,8:43,8.27,8.226666667,22.8,9:36,8.11,23.1,53,0.116666667,0.002201258,,
125,control,C45,3,NA,NA,NA,NA,1,NA,25,P25,8:46,8.22,8.226666667,23.2,9:38,8.15,24.2,52,0.076666667,0.001474359,,
126,control,C65,3,NA,NA,NA,NA,1,NA,25,P25,8:49,8.19,8.226666667,23.7,9:41,8.11,23.6,52,0.116666667,0.00224359,,
127,tad,T36,3,5,22,28,1.08,1,22,28,P30,10:15,,7.58,,11:08,7.39,26.5,53,0.19,0.003584906,0.003319357,0.001892033
128,tad,T43,3,6,28,28,0.595,1,28,28,P30,10:18,,7.58,,11:11,7.25,27.4,53,0.33,0.006226415,0.010464563,0.005964801
129,tad,T71,3,9,13,27,0.959,1,13,28,P30,10:21,,7.58,,11:14,7.2,27.1,53,0.38,0.007169811,0.007476341,0.004261514
130,control,C36,3,NA,NA,NA,NA,1,NA,28,P30,10:16,7.64,7.58,26.3,11:10,7.54,26.2,54,0.04,0.000740741,,
131,control,C43,3,NA,NA,NA,NA,1,NA,28,P30,10:19,7.57,7.58,26.5,11:13,7.49,27,54,0.09,0.001666667,,
132,control,C71,3,NA,NA,NA,NA,1,NA,28,P30,10:22,7.53,7.58,26.4,11:15,7.48,26.8,53,0.1,0.001886792,,
133,tad,T38,3,5,22,27,0.74,1,22,31,P26,8:51,,6.85,,9:42,6.59,28.5,51,0.26,0.005098039,0.006889242,0.003926868
134,tad,T48,3,6,28,26,0.751,1,28,31,P26,8:55,,6.85,,9:45,6.55,29.2,50,0.3,0.006,0.007989348,0.004553928
135,tad,T68,3,9,13,26,0.464,1,13,31,P26,8:58,,6.85,,9:48,6.62,30,50,0.23,0.0046,0.009913793,0.005650862
